repository,repoStars,repoLastFetched,commit,path
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/meta-data.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Aurora-Player/Aurora-Player-browser-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/meta-data.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2019-09/meta/meta-data.json
github.com/stacks-network/docs,156,2024-09-03T16:24:41.838872Z,ef69034c9d461a1f9568e9b165a3bd6d35211150,node_modules/mini-css-extract-plugin/node_modules/ajv/dist/refs/json-schema-2019-09/schema.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/dist/refs/json-schema-2020-12/meta/meta-data.json
github.com/stacks-network/docs,156,2024-09-03T16:24:41.838872Z,ef69034c9d461a1f9568e9b165a3bd6d35211150,node_modules/mini-css-extract-plugin/node_modules/ajv/dist/refs/json-schema-2020-12/schema.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/applicator.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/applicator.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2019-09/meta/validation.json
github.com/stefanvd/Browser-Extensions,63,2024-09-03T14:21:29.434808Z,9e75382111e680917793beac481710c5c421729d,Font-Increase/Font-Increase-Chrome-extension/node_modules/table/node_modules/ajv/lib/refs/json-schema-2020-12/meta/validation.json
